               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.013657,           0.0097163,            0.015086,             0.94266,             0.91064,             0.97461,             0.83657,           0.0066321,           0.0022665,           0.0037736,           0.0084952,           0.0084952,           0.0084952
                 154,            0.013565,           0.0094995,            0.015442,             0.93783,              0.9085,              0.9732,              0.8387,           0.0064634,           0.0022441,           0.0036755,           0.0084853,           0.0084853,           0.0084853
                 155,            0.014535,           0.0096912,            0.015884,             0.90683,             0.90104,             0.97624,             0.83617,            0.006534,           0.0022403,           0.0043012,           0.0084754,           0.0084754,           0.0084754
                 156,            0.014819,           0.0095416,            0.016491,             0.91951,             0.91793,             0.97227,             0.83504,           0.0067236,           0.0022025,           0.0038209,           0.0084655,           0.0084655,           0.0084655
                 157,            0.014055,           0.0097297,            0.015985,               0.956,             0.90152,             0.97297,             0.83291,            0.006279,           0.0022828,           0.0027793,           0.0084556,           0.0084556,           0.0084556
                 158,            0.015441,           0.0098171,             0.01636,             0.93283,             0.90358,             0.96913,             0.83262,           0.0066819,           0.0021859,           0.0037144,           0.0084457,           0.0084457,           0.0084457
                 159,            0.014563,           0.0095618,            0.015822,              0.9529,             0.90677,             0.97365,             0.83522,           0.0064633,           0.0022725,           0.0025504,           0.0084358,           0.0084358,           0.0084358
                 160,             0.01485,           0.0096119,              0.0166,             0.90098,             0.92085,             0.97329,             0.82986,           0.0064223,           0.0022638,           0.0028074,           0.0084259,           0.0084259,           0.0084259
                 161,            0.013907,           0.0097121,            0.014553,             0.93097,             0.89148,             0.96946,             0.83632,           0.0065607,            0.002209,           0.0031187,            0.008416,            0.008416,            0.008416
                 162,            0.014506,            0.009733,            0.016072,             0.94711,             0.91682,             0.97487,             0.83775,           0.0064069,           0.0022079,           0.0029562,           0.0084061,           0.0084061,           0.0084061
                 163,            0.014071,           0.0096512,            0.015689,               0.936,             0.88869,             0.96861,             0.83478,           0.0061699,            0.002215,           0.0037585,           0.0083962,           0.0083962,           0.0083962
                 164,            0.014412,            0.009555,            0.015463,             0.92787,             0.90635,             0.96974,              0.8364,           0.0061971,           0.0022002,           0.0041471,           0.0083863,           0.0083863,           0.0083863
                 165,            0.013957,           0.0094914,            0.015978,             0.93007,             0.94488,             0.97586,             0.84276,            0.006033,           0.0021942,           0.0031533,           0.0083764,           0.0083764,           0.0083764
                 166,             0.01451,           0.0094899,            0.016212,             0.95292,             0.89799,             0.97722,             0.83924,           0.0063388,           0.0022019,           0.0025924,           0.0083665,           0.0083665,           0.0083665
                 167,            0.014058,            0.009491,            0.015222,             0.94364,             0.90632,             0.96943,             0.83617,            0.006278,           0.0022207,           0.0030029,           0.0083566,           0.0083566,           0.0083566
                 168,            0.013573,           0.0095379,            0.015743,             0.92238,             0.91215,             0.97439,              0.8376,           0.0061625,           0.0021887,           0.0028999,           0.0083467,           0.0083467,           0.0083467
                 169,            0.013787,           0.0095134,            0.016173,             0.90748,             0.92314,             0.97335,             0.83235,            0.006246,           0.0022422,           0.0028797,           0.0083368,           0.0083368,           0.0083368
                 170,            0.014666,           0.0097676,            0.016204,             0.91314,             0.91437,             0.97147,             0.83472,             0.00625,           0.0022323,             0.00326,           0.0083269,           0.0083269,           0.0083269
                 171,            0.015635,           0.0096138,            0.015541,             0.93813,             0.91519,             0.97744,             0.83808,           0.0068002,           0.0022093,           0.0034151,            0.008317,            0.008317,            0.008317
                 172,            0.015262,           0.0095044,            0.016819,             0.93468,             0.92024,             0.97366,             0.83666,           0.0067971,           0.0022259,           0.0030773,           0.0083071,           0.0083071,           0.0083071
                 173,            0.014605,           0.0095569,             0.01602,             0.92808,             0.92968,             0.97957,             0.84199,           0.0068073,           0.0022443,           0.0029221,           0.0082972,           0.0082972,           0.0082972
                 174,            0.014241,            0.009497,            0.015134,             0.92988,             0.91232,             0.97148,             0.83366,           0.0063353,            0.002257,           0.0031221,           0.0082873,           0.0082873,           0.0082873
                 175,            0.014601,           0.0098074,            0.016215,             0.88968,             0.92943,             0.96872,             0.82848,           0.0064018,            0.002234,           0.0033117,           0.0082774,           0.0082774,           0.0082774
                 176,             0.01521,           0.0095822,            0.015277,             0.92119,             0.93153,             0.97511,             0.84043,           0.0068319,           0.0022116,           0.0025825,           0.0082675,           0.0082675,           0.0082675
                 177,            0.014918,           0.0095223,            0.015839,             0.93695,             0.92882,             0.97667,             0.84159,           0.0063162,           0.0021976,           0.0025372,           0.0082576,           0.0082576,           0.0082576
                 178,            0.013941,           0.0094253,            0.015282,             0.92731,             0.91862,             0.97312,             0.83907,           0.0064021,           0.0021466,           0.0027315,           0.0082477,           0.0082477,           0.0082477
                 179,            0.015147,           0.0093752,            0.015852,             0.94174,             0.90845,             0.98108,             0.85135,           0.0066027,           0.0021344,           0.0029335,           0.0082378,           0.0082378,           0.0082378
                 180,            0.013569,           0.0094344,            0.014051,             0.92743,             0.94361,             0.97632,             0.84865,           0.0063479,            0.002159,           0.0031706,           0.0082279,           0.0082279,           0.0082279
                 181,             0.01454,           0.0098411,            0.015934,             0.92902,             0.93048,             0.97779,              0.8409,           0.0065341,           0.0021978,           0.0032621,            0.008218,            0.008218,            0.008218
                 182,            0.014374,           0.0095493,            0.015824,             0.95184,             0.92129,             0.97525,             0.84754,           0.0062994,           0.0021912,           0.0033341,           0.0082081,           0.0082081,           0.0082081
                 183,            0.013324,            0.009282,            0.014588,             0.93868,             0.92292,             0.97604,             0.84231,           0.0062774,           0.0022073,           0.0052493,           0.0081982,           0.0081982,           0.0081982
                 184,            0.014547,           0.0093619,            0.015625,             0.93607,             0.91219,             0.97171,             0.84328,           0.0063546,           0.0021771,            0.003732,           0.0081883,           0.0081883,           0.0081883
                 185,            0.013114,           0.0095004,            0.015337,             0.93589,             0.92428,             0.97729,             0.84013,           0.0065229,           0.0021928,           0.0029955,           0.0081784,           0.0081784,           0.0081784
                 186,            0.014336,           0.0094189,            0.015021,             0.93469,             0.93203,             0.97555,             0.84202,           0.0063867,           0.0021834,           0.0036941,           0.0081685,           0.0081685,           0.0081685
                 187,            0.014362,           0.0095167,            0.015457,             0.92341,              0.9281,             0.97347,             0.84256,           0.0064805,           0.0022066,           0.0030588,           0.0081586,           0.0081586,           0.0081586
                 188,            0.014547,           0.0096752,            0.016112,             0.91303,             0.92407,             0.97495,             0.84028,           0.0064934,           0.0021529,           0.0033647,           0.0081487,           0.0081487,           0.0081487
                 189,            0.013184,           0.0094861,            0.014992,             0.92686,             0.93083,             0.97922,             0.84615,           0.0064935,           0.0021648,           0.0026742,           0.0081388,           0.0081388,           0.0081388
                 190,            0.013425,           0.0094431,            0.015496,              0.9426,             0.91116,             0.97306,              0.8416,           0.0066139,           0.0021438,            0.003257,           0.0081289,           0.0081289,           0.0081289
                 191,            0.012993,           0.0092833,            0.013507,             0.90577,             0.96228,             0.97769,              0.8452,            0.006404,           0.0021586,            0.002814,            0.008119,            0.008119,            0.008119
                 192,            0.014198,           0.0096038,            0.015419,             0.92529,             0.93044,             0.97523,             0.84593,           0.0060971,            0.002172,           0.0030584,           0.0081091,           0.0081091,           0.0081091
                 193,            0.013821,           0.0095597,            0.014905,             0.94176,             0.92924,               0.977,             0.83857,           0.0063504,           0.0021725,           0.0027865,           0.0080992,           0.0080992,           0.0080992
                 194,            0.013881,           0.0095864,            0.015119,             0.94088,             0.93162,             0.97822,             0.84067,           0.0064565,           0.0021638,            0.002741,           0.0080893,           0.0080893,           0.0080893
                 195,            0.013526,           0.0092602,            0.015222,              0.9352,             0.92914,              0.9768,             0.84525,           0.0064661,           0.0021665,           0.0027578,           0.0080794,           0.0080794,           0.0080794
                 196,            0.015228,           0.0094661,            0.016752,             0.93552,             0.93232,             0.97913,             0.84613,           0.0066311,           0.0021448,             0.00286,           0.0080695,           0.0080695,           0.0080695
                 197,            0.013694,           0.0095887,            0.014014,             0.95227,             0.95306,             0.98254,             0.85106,           0.0065416,           0.0021179,           0.0022148,           0.0080596,           0.0080596,           0.0080596
                 198,             0.01437,           0.0095618,            0.014962,             0.93309,             0.94237,             0.97908,             0.84118,           0.0063543,           0.0021892,           0.0022038,           0.0080497,           0.0080497,           0.0080497
                 199,            0.014951,           0.0095847,            0.015522,             0.96345,             0.91727,             0.98037,             0.84738,           0.0064815,           0.0021704,           0.0027073,           0.0080398,           0.0080398,           0.0080398
                 200,            0.014546,           0.0093967,            0.015938,              0.9571,             0.92686,             0.98061,             0.84517,            0.006549,            0.002167,           0.0025016,           0.0080299,           0.0080299,           0.0080299
                 201,            0.013676,           0.0094886,            0.014979,             0.95935,             0.93041,             0.98278,             0.84976,           0.0064646,           0.0021712,           0.0027227,             0.00802,             0.00802,             0.00802
                 202,            0.013859,           0.0096029,            0.015417,             0.94493,              0.9478,             0.98225,             0.84757,           0.0064023,           0.0021761,           0.0022838,           0.0080101,           0.0080101,           0.0080101
                 203,            0.015359,           0.0095093,            0.015503,             0.93914,             0.94388,             0.98261,             0.85244,           0.0061118,            0.002156,           0.0020157,           0.0080002,           0.0080002,           0.0080002
                 204,             0.01361,           0.0093531,            0.015742,             0.95114,             0.94021,             0.98185,             0.85681,           0.0062037,            0.002139,             0.00197,           0.0079903,           0.0079903,           0.0079903
                 205,            0.013963,           0.0092107,            0.014755,               0.945,             0.93782,             0.97862,             0.84721,           0.0060734,           0.0021416,           0.0018996,           0.0079804,           0.0079804,           0.0079804
                 206,            0.013501,           0.0095277,            0.014018,             0.94576,             0.93019,             0.98061,             0.85087,           0.0061243,           0.0021331,           0.0020124,           0.0079705,           0.0079705,           0.0079705
                 207,            0.013581,           0.0092446,            0.014777,             0.94581,             0.95094,             0.98349,             0.84958,           0.0063761,           0.0021498,           0.0019177,           0.0079606,           0.0079606,           0.0079606
                 208,            0.013659,           0.0095936,            0.014962,             0.96833,             0.93928,             0.98215,             0.84794,           0.0063252,           0.0021588,           0.0018274,           0.0079507,           0.0079507,           0.0079507
                 209,            0.014385,           0.0094946,            0.015584,             0.94686,             0.95161,             0.97833,             0.84587,           0.0060869,            0.002164,           0.0021449,           0.0079408,           0.0079408,           0.0079408
                 210,            0.014261,           0.0096525,            0.015138,             0.94533,             0.94785,             0.98252,             0.84081,           0.0066123,           0.0021706,           0.0021387,           0.0079309,           0.0079309,           0.0079309
                 211,             0.01392,           0.0094703,             0.01531,             0.95415,             0.92434,             0.98093,             0.84577,           0.0065638,           0.0021439,           0.0037433,            0.007921,            0.007921,            0.007921
                 212,            0.013761,           0.0093136,            0.013697,             0.95869,             0.93635,             0.97947,             0.84953,           0.0063699,           0.0021412,           0.0026267,           0.0079111,           0.0079111,           0.0079111
                 213,            0.014244,           0.0093543,            0.014628,             0.96148,             0.92952,             0.98056,             0.84794,           0.0062964,           0.0021713,           0.0028347,           0.0079012,           0.0079012,           0.0079012
                 214,            0.014013,            0.009506,            0.014185,             0.94096,             0.94322,             0.98075,             0.84693,           0.0061537,           0.0021396,           0.0025132,           0.0078913,           0.0078913,           0.0078913
                 215,            0.013211,           0.0089997,            0.013211,             0.95193,             0.96077,             0.98114,             0.84986,           0.0061228,           0.0021337,           0.0023225,           0.0078814,           0.0078814,           0.0078814
                 216,            0.013975,           0.0093699,            0.014194,             0.96714,              0.9402,             0.98579,             0.85327,           0.0060763,            0.002112,            0.001701,           0.0078715,           0.0078715,           0.0078715
                 217,            0.013712,           0.0091959,            0.015135,             0.94605,              0.9566,             0.98218,             0.85231,           0.0063004,           0.0021029,           0.0021809,           0.0078616,           0.0078616,           0.0078616
                 218,            0.014479,           0.0094434,            0.014252,             0.94208,             0.96681,             0.97853,             0.84976,           0.0062717,            0.002114,           0.0020975,           0.0078517,           0.0078517,           0.0078517
                 219,            0.014251,             0.00942,             0.01533,             0.93505,             0.95267,             0.98004,             0.85277,           0.0062657,           0.0021471,           0.0020707,           0.0078418,           0.0078418,           0.0078418
                 220,            0.014229,           0.0093537,            0.015556,             0.95069,             0.94606,             0.98115,             0.85091,           0.0063802,           0.0021661,           0.0020064,           0.0078319,           0.0078319,           0.0078319
                 221,            0.013316,           0.0092456,            0.013729,             0.93657,             0.95353,             0.98078,             0.84958,           0.0062806,            0.002129,           0.0019973,            0.007822,            0.007822,            0.007822
                 222,            0.013771,           0.0094523,            0.013985,             0.94953,             0.93781,             0.98242,              0.8544,           0.0062937,           0.0021314,           0.0018702,           0.0078121,           0.0078121,           0.0078121
                 223,            0.014402,           0.0095413,            0.014288,             0.95624,             0.94916,             0.98392,             0.85483,           0.0063574,           0.0021101,           0.0018506,           0.0078022,           0.0078022,           0.0078022
                 224,            0.013274,           0.0092173,            0.014485,             0.94483,             0.95521,             0.98498,             0.85427,           0.0061161,           0.0021314,           0.0017363,           0.0077923,           0.0077923,           0.0077923
                 225,            0.013354,           0.0092669,            0.013101,             0.95525,             0.93814,             0.98357,             0.85632,           0.0060475,           0.0021305,            0.001935,           0.0077824,           0.0077824,           0.0077824
                 226,            0.013292,           0.0093169,            0.013831,             0.96125,             0.94163,             0.98398,             0.85525,           0.0059152,           0.0021013,           0.0019423,           0.0077725,           0.0077725,           0.0077725
                 227,            0.014062,           0.0092255,            0.012713,             0.96655,             0.92838,             0.98367,             0.85278,           0.0060044,            0.002125,           0.0018288,           0.0077626,           0.0077626,           0.0077626
                 228,            0.014644,           0.0093224,            0.014629,             0.95729,             0.93754,             0.98141,             0.84918,           0.0061046,           0.0021309,           0.0018234,           0.0077527,           0.0077527,           0.0077527
                 229,            0.013892,           0.0094566,            0.013996,             0.95455,             0.93528,             0.98118,             0.85435,           0.0061153,           0.0021172,           0.0019679,           0.0077428,           0.0077428,           0.0077428
                 230,            0.013088,           0.0090876,            0.015184,             0.96295,             0.94097,             0.98142,             0.85204,           0.0063921,           0.0021277,           0.0019357,           0.0077329,           0.0077329,           0.0077329
                 231,            0.013087,           0.0091901,            0.014057,             0.94278,             0.95749,             0.98264,             0.85298,           0.0063761,           0.0021185,           0.0019634,            0.007723,            0.007723,            0.007723
                 232,            0.014457,           0.0093661,            0.014938,             0.96676,             0.93272,             0.98206,             0.85194,           0.0062384,            0.002123,           0.0018113,           0.0077131,           0.0077131,           0.0077131
                 233,            0.013557,           0.0092145,            0.013259,             0.94985,             0.94049,             0.98278,             0.85221,           0.0062584,           0.0021404,           0.0018931,           0.0077032,           0.0077032,           0.0077032
                 234,            0.013641,           0.0090277,            0.014984,             0.95264,             0.94739,             0.98208,             0.85511,           0.0060561,           0.0021183,            0.002312,           0.0076933,           0.0076933,           0.0076933
                 235,            0.013756,           0.0095544,            0.014259,             0.97834,             0.92161,             0.98574,             0.85913,           0.0057513,           0.0021151,           0.0017937,           0.0076834,           0.0076834,           0.0076834
                 236,            0.014039,           0.0094831,            0.015145,             0.97849,             0.92381,             0.98676,             0.85746,           0.0058241,           0.0021253,           0.0021469,           0.0076735,           0.0076735,           0.0076735
                 237,            0.014138,           0.0093881,            0.013956,              0.9606,             0.93933,             0.98637,             0.86058,           0.0059738,            0.002092,           0.0022499,           0.0076636,           0.0076636,           0.0076636
                 238,            0.014877,            0.009581,            0.015709,              0.9626,              0.9302,             0.98624,             0.85638,            0.006021,           0.0021058,           0.0022408,           0.0076537,           0.0076537,           0.0076537
                 239,            0.014224,           0.0094434,            0.015291,             0.97637,             0.92781,             0.98718,             0.85568,           0.0062092,           0.0020996,           0.0020322,           0.0076438,           0.0076438,           0.0076438
                 240,            0.013884,           0.0091178,            0.013921,             0.95991,             0.94941,              0.9853,             0.86033,           0.0062846,           0.0021109,           0.0025076,           0.0076339,           0.0076339,           0.0076339
                 241,            0.013999,           0.0092946,            0.014801,             0.96387,               0.937,             0.98395,             0.85295,           0.0064105,           0.0020924,           0.0022036,            0.007624,            0.007624,            0.007624
                 242,            0.013329,           0.0092391,            0.014541,             0.95842,             0.94336,              0.9832,              0.8575,           0.0061152,           0.0020718,           0.0021529,           0.0076141,           0.0076141,           0.0076141
                 243,            0.013357,           0.0091369,            0.014471,             0.93369,             0.95545,             0.98499,             0.86064,            0.006068,           0.0020963,           0.0024763,           0.0076042,           0.0076042,           0.0076042
                 244,            0.012495,           0.0090424,            0.012811,             0.92418,             0.95415,             0.98406,             0.85402,           0.0061214,           0.0021004,           0.0024433,           0.0075943,           0.0075943,           0.0075943
                 245,              0.0142,           0.0093981,            0.015155,             0.94435,             0.94472,             0.98523,             0.85545,            0.006155,           0.0021168,           0.0020665,           0.0075844,           0.0075844,           0.0075844
                 246,            0.013189,           0.0090005,            0.014269,              0.9413,             0.95059,              0.9833,             0.85595,           0.0060186,           0.0021293,           0.0021336,           0.0075745,           0.0075745,           0.0075745
                 247,             0.01231,           0.0091942,             0.01297,             0.93882,             0.95801,             0.98361,             0.85681,           0.0061017,            0.002121,           0.0019357,           0.0075646,           0.0075646,           0.0075646
                 248,            0.012734,           0.0091506,            0.013083,             0.94421,              0.9562,             0.98205,             0.85564,           0.0061741,           0.0020829,            0.001922,           0.0075547,           0.0075547,           0.0075547
                 249,            0.014247,           0.0092908,            0.014946,               0.937,             0.95564,             0.98262,             0.85445,           0.0061145,            0.002066,           0.0019677,           0.0075448,           0.0075448,           0.0075448
                 250,            0.013697,           0.0093847,            0.013537,             0.95023,             0.95471,              0.9866,             0.85992,           0.0061406,           0.0020706,           0.0019574,           0.0075349,           0.0075349,           0.0075349
                 251,            0.013557,           0.0093667,            0.014679,             0.95292,             0.95675,             0.98662,             0.85898,           0.0061605,           0.0020864,           0.0016865,            0.007525,            0.007525,            0.007525
                 252,            0.012695,           0.0092425,            0.013198,             0.94948,             0.96335,             0.98315,             0.85602,           0.0061532,           0.0020974,           0.0025054,           0.0075151,           0.0075151,           0.0075151
                 253,            0.013383,           0.0091941,            0.013842,             0.95504,             0.94152,             0.98364,             0.85733,           0.0063386,           0.0021009,           0.0028039,           0.0075052,           0.0075052,           0.0075052
                 254,            0.013631,           0.0092864,            0.013938,             0.94255,             0.94687,             0.98413,             0.85557,           0.0061339,           0.0020999,           0.0028988,           0.0074953,           0.0074953,           0.0074953
                 255,            0.013262,           0.0092491,            0.015321,             0.96643,             0.92615,             0.98571,             0.85722,           0.0058325,           0.0020865,            0.002402,           0.0074854,           0.0074854,           0.0074854
                 256,             0.01367,           0.0091178,            0.013766,              0.9533,             0.94076,             0.98594,             0.85732,           0.0058315,            0.002083,           0.0020775,           0.0074755,           0.0074755,           0.0074755
                 257,            0.013263,           0.0091327,             0.01419,             0.94509,             0.96255,             0.98689,             0.86167,           0.0059405,           0.0020622,           0.0020841,           0.0074656,           0.0074656,           0.0074656
                 258,            0.013875,           0.0092654,            0.013904,             0.95299,             0.93549,             0.98506,             0.86234,           0.0060509,           0.0020565,           0.0020347,           0.0074557,           0.0074557,           0.0074557
                 259,            0.013487,           0.0090829,            0.014614,             0.96634,             0.93922,             0.98664,             0.86404,           0.0061744,           0.0020408,           0.0020207,           0.0074458,           0.0074458,           0.0074458
                 260,            0.014207,           0.0091537,            0.014977,             0.95886,             0.94324,             0.98664,             0.86021,           0.0062319,           0.0020439,           0.0019806,           0.0074359,           0.0074359,           0.0074359
                 261,            0.014318,           0.0093647,            0.014032,              0.9382,             0.95709,             0.98448,             0.85877,           0.0063914,           0.0020462,           0.0019239,            0.007426,            0.007426,            0.007426
                 262,            0.013656,           0.0092261,            0.013283,             0.97573,               0.925,             0.98425,             0.86024,           0.0063871,           0.0020613,           0.0017409,           0.0074161,           0.0074161,           0.0074161
                 263,             0.01281,           0.0091242,            0.013844,             0.94821,             0.95356,             0.98443,             0.86158,           0.0063922,           0.0020563,           0.0016317,           0.0074062,           0.0074062,           0.0074062
                 264,            0.013226,           0.0092607,            0.012886,             0.95264,             0.93758,             0.98206,             0.85472,           0.0063506,           0.0020666,           0.0018403,           0.0073963,           0.0073963,           0.0073963
                 265,            0.013095,           0.0088833,            0.013162,             0.97211,             0.93732,             0.98534,             0.85842,           0.0061023,           0.0020872,           0.0017009,           0.0073864,           0.0073864,           0.0073864
                 266,            0.014052,           0.0092344,            0.013882,             0.98135,             0.93179,             0.98607,             0.85681,           0.0059234,           0.0021003,            0.001555,           0.0073765,           0.0073765,           0.0073765
                 267,            0.013885,           0.0093201,            0.014991,             0.97021,             0.92508,              0.9864,             0.85929,           0.0058564,           0.0021166,           0.0017458,           0.0073666,           0.0073666,           0.0073666
                 268,            0.012722,           0.0093192,            0.014169,             0.93087,             0.95371,             0.98472,             0.85294,           0.0058126,           0.0021327,            0.001813,           0.0073567,           0.0073567,           0.0073567
                 269,            0.013902,            0.009305,            0.013643,             0.93613,             0.95669,             0.98543,              0.8524,           0.0058743,           0.0021177,           0.0017631,           0.0073468,           0.0073468,           0.0073468
                 270,            0.013487,           0.0089941,            0.014405,             0.95097,             0.94809,             0.98434,             0.85701,           0.0057934,           0.0020921,           0.0018928,           0.0073369,           0.0073369,           0.0073369
                 271,            0.013562,           0.0091329,            0.014388,             0.96086,             0.94464,             0.98331,             0.85586,           0.0059342,           0.0020778,           0.0018084,            0.007327,            0.007327,            0.007327
                 272,            0.013675,           0.0091059,             0.01458,             0.95674,             0.95329,             0.98432,             0.85767,            0.005846,           0.0020828,           0.0016874,           0.0073171,           0.0073171,           0.0073171
                 273,            0.014641,           0.0093926,            0.015657,             0.96138,             0.93507,              0.9839,             0.85832,             0.00583,           0.0020883,           0.0018639,           0.0073072,           0.0073072,           0.0073072
                 274,            0.014086,           0.0095024,            0.014583,             0.94402,             0.94272,             0.98504,             0.85936,            0.005882,           0.0020882,           0.0024921,           0.0072973,           0.0072973,           0.0072973
                 275,            0.013334,           0.0091885,            0.014447,             0.96413,             0.93786,             0.98514,             0.86013,            0.005964,           0.0020725,           0.0021881,           0.0072874,           0.0072874,           0.0072874
                 276,             0.01373,           0.0091936,            0.014329,             0.96003,             0.93833,             0.98523,             0.86249,            0.005893,           0.0020505,           0.0023578,           0.0072775,           0.0072775,           0.0072775
                 277,            0.014272,            0.009126,            0.014927,             0.96127,             0.93378,             0.98497,             0.86009,           0.0058986,           0.0020694,           0.0019748,           0.0072676,           0.0072676,           0.0072676
                 278,            0.013347,           0.0087904,            0.014473,             0.95272,             0.95669,              0.9847,             0.85981,           0.0058809,           0.0020629,            0.002073,           0.0072577,           0.0072577,           0.0072577
                 279,            0.013498,           0.0091742,            0.014218,             0.95802,              0.9587,             0.98834,             0.86482,           0.0058387,           0.0020611,           0.0023282,           0.0072478,           0.0072478,           0.0072478
                 280,             0.01281,           0.0089611,            0.012391,             0.94705,             0.95963,             0.98788,             0.86556,           0.0057518,           0.0020479,           0.0023708,           0.0072379,           0.0072379,           0.0072379
                 281,            0.013298,           0.0091504,            0.013797,               0.962,             0.94501,             0.98687,             0.86417,           0.0059196,           0.0020455,           0.0016801,            0.007228,            0.007228,            0.007228
                 282,            0.013004,           0.0088421,            0.013431,             0.95777,             0.95416,             0.98572,             0.86085,           0.0058262,           0.0020494,           0.0018505,           0.0072181,           0.0072181,           0.0072181
                 283,            0.012737,             0.00922,            0.013366,             0.94505,             0.95498,             0.98525,             0.85976,           0.0058781,           0.0020606,           0.0019597,           0.0072082,           0.0072082,           0.0072082
                 284,            0.013735,           0.0092419,            0.014664,             0.96184,             0.94962,             0.98678,             0.85986,           0.0060121,           0.0020668,           0.0018163,           0.0071983,           0.0071983,           0.0071983
                 285,            0.012981,           0.0089567,            0.014024,             0.94674,             0.96414,             0.98515,             0.86173,           0.0061033,           0.0020699,           0.0019865,           0.0071884,           0.0071884,           0.0071884
                 286,            0.013046,           0.0090694,            0.012514,             0.94761,             0.95279,             0.98437,             0.86105,           0.0061192,           0.0020774,           0.0018024,           0.0071785,           0.0071785,           0.0071785
                 287,            0.013643,           0.0089975,            0.013805,             0.95119,             0.94845,             0.98387,             0.85809,           0.0061749,           0.0020799,            0.001994,           0.0071686,           0.0071686,           0.0071686
                 288,            0.013052,           0.0092742,            0.013416,             0.95841,             0.94162,             0.98537,             0.86146,           0.0062522,           0.0020639,           0.0018773,           0.0071587,           0.0071587,           0.0071587
                 289,            0.013258,           0.0088914,             0.01384,             0.95491,             0.95712,             0.98688,             0.86184,           0.0060863,           0.0020633,           0.0020093,           0.0071488,           0.0071488,           0.0071488
                 290,            0.013792,           0.0091374,            0.014446,             0.95294,             0.96834,             0.98838,             0.86375,           0.0060894,           0.0020622,           0.0019849,           0.0071389,           0.0071389,           0.0071389
                 291,            0.013425,           0.0090636,            0.013207,             0.95011,             0.96383,             0.98726,             0.86299,           0.0061121,           0.0020541,           0.0019953,            0.007129,            0.007129,            0.007129
                 292,            0.013874,           0.0090651,            0.014662,             0.96563,             0.94156,             0.98768,             0.86477,            0.006186,           0.0020683,           0.0021088,           0.0071191,           0.0071191,           0.0071191
                 293,            0.013017,           0.0089786,             0.01324,              0.9609,             0.95204,             0.98763,             0.86168,           0.0062859,           0.0020814,           0.0018637,           0.0071092,           0.0071092,           0.0071092
                 294,             0.01366,           0.0090502,            0.014371,             0.94466,                0.96,             0.98624,             0.86119,           0.0063863,           0.0020796,           0.0020138,           0.0070993,           0.0070993,           0.0070993
                 295,            0.013179,           0.0090022,            0.013934,             0.96197,              0.9474,             0.98625,             0.86375,           0.0063473,           0.0020677,           0.0018379,           0.0070894,           0.0070894,           0.0070894
                 296,            0.013898,           0.0091092,              0.0142,             0.95636,             0.95946,             0.98674,             0.86207,           0.0063481,           0.0020717,           0.0015375,           0.0070795,           0.0070795,           0.0070795
                 297,            0.012474,           0.0090198,            0.013111,             0.96386,             0.94721,             0.98805,             0.86513,            0.006238,           0.0020685,           0.0015096,           0.0070696,           0.0070696,           0.0070696
                 298,             0.01264,           0.0089192,            0.012968,             0.96055,             0.95705,              0.9891,             0.86754,           0.0059561,           0.0020672,           0.0015916,           0.0070597,           0.0070597,           0.0070597
                 299,            0.011796,           0.0089309,            0.012311,             0.96197,             0.96076,             0.98876,             0.86563,           0.0059701,           0.0020721,           0.0015487,           0.0070498,           0.0070498,           0.0070498
                 300,            0.012156,           0.0089646,            0.011839,             0.97205,             0.95647,             0.98758,             0.86297,           0.0060022,           0.0020702,           0.0016586,           0.0070399,           0.0070399,           0.0070399
                 301,            0.012448,           0.0088783,            0.013218,             0.96787,             0.94801,             0.98648,             0.86201,           0.0059805,           0.0020694,           0.0016852,             0.00703,             0.00703,             0.00703
                 302,            0.012339,           0.0090565,            0.012514,             0.95384,             0.95466,             0.98684,             0.86171,           0.0060267,            0.002061,           0.0016251,           0.0070201,           0.0070201,           0.0070201
                 303,            0.014259,            0.008959,            0.013688,             0.97062,             0.94123,             0.98604,             0.86062,           0.0061774,           0.0020732,           0.0014545,           0.0070102,           0.0070102,           0.0070102
                 304,            0.012535,           0.0089508,            0.012683,             0.95918,             0.95527,             0.98615,             0.86126,           0.0061145,            0.002059,           0.0015428,           0.0070003,           0.0070003,           0.0070003
                 305,            0.013424,           0.0090075,             0.01366,             0.95509,             0.95602,             0.98561,             0.86032,           0.0060847,           0.0020563,           0.0015752,           0.0069904,           0.0069904,           0.0069904
                 306,            0.013215,           0.0090434,            0.012461,             0.96782,             0.94954,             0.98514,             0.86004,           0.0061217,           0.0020526,           0.0016604,           0.0069805,           0.0069805,           0.0069805
                 307,            0.012865,           0.0090815,            0.013321,             0.94242,             0.97026,             0.98503,             0.86214,           0.0061812,           0.0020598,           0.0016666,           0.0069706,           0.0069706,           0.0069706
                 308,            0.013205,           0.0089905,            0.012976,             0.95167,             0.95786,             0.98473,             0.85896,           0.0061545,            0.002067,           0.0015834,           0.0069607,           0.0069607,           0.0069607
                 309,            0.013045,           0.0091586,            0.013121,             0.97368,             0.93455,             0.98363,             0.85943,           0.0061119,           0.0020736,           0.0016077,           0.0069508,           0.0069508,           0.0069508
