               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 310,            0.013589,           0.0090582,            0.013644,             0.93371,             0.96828,             0.98411,             0.86074,           0.0060316,           0.0020704,           0.0015967,           0.0069409,           0.0069409,           0.0069409
                 311,             0.01302,           0.0090939,            0.013457,             0.94373,             0.96535,             0.98484,             0.86117,           0.0060135,           0.0020584,           0.0015172,            0.006931,            0.006931,            0.006931
                 312,             0.01366,           0.0090764,            0.013787,             0.96014,             0.95472,             0.98603,             0.86407,           0.0058835,           0.0020529,           0.0015318,           0.0069211,           0.0069211,           0.0069211
                 313,            0.014044,           0.0091578,            0.013503,             0.97105,             0.94472,             0.98549,              0.8616,           0.0058662,           0.0020705,           0.0016169,           0.0069112,           0.0069112,           0.0069112
                 314,            0.013396,            0.009107,            0.013665,             0.96228,             0.95996,             0.98579,             0.86182,           0.0058425,           0.0020701,            0.001534,           0.0069013,           0.0069013,           0.0069013
                 315,            0.013988,           0.0091829,             0.01344,             0.95484,              0.9598,             0.98508,             0.86239,           0.0058245,           0.0020592,           0.0014727,           0.0068914,           0.0068914,           0.0068914
                 316,            0.013106,           0.0090426,            0.013051,             0.95132,             0.95755,             0.98689,             0.86386,           0.0058142,           0.0020676,           0.0014275,           0.0068815,           0.0068815,           0.0068815
                 317,            0.013338,           0.0087612,            0.013637,             0.95383,             0.96079,             0.98744,             0.86266,           0.0057609,           0.0020682,           0.0013334,           0.0068716,           0.0068716,           0.0068716
                 318,            0.013092,           0.0091005,            0.012505,             0.96092,             0.96335,             0.98856,             0.86298,           0.0056955,           0.0020574,           0.0012824,           0.0068617,           0.0068617,           0.0068617
                 319,            0.013244,           0.0088402,            0.012752,             0.95651,             0.95968,             0.98777,             0.86315,           0.0057025,           0.0020538,           0.0012946,           0.0068518,           0.0068518,           0.0068518
                 320,            0.013517,           0.0090863,            0.013906,             0.95743,             0.96318,             0.98768,             0.86195,           0.0057302,           0.0020566,           0.0013495,           0.0068419,           0.0068419,           0.0068419
                 321,            0.012743,           0.0089352,            0.013047,             0.95269,             0.96481,             0.98831,             0.86334,           0.0057419,           0.0020546,           0.0013583,            0.006832,            0.006832,            0.006832
                 322,            0.012462,            0.008898,            0.012569,             0.96071,             0.95837,             0.98804,             0.86656,           0.0058187,           0.0020511,           0.0014148,           0.0068221,           0.0068221,           0.0068221
                 323,            0.013241,           0.0089795,            0.012814,             0.95504,               0.966,             0.98707,             0.86703,           0.0058434,           0.0020475,           0.0013288,           0.0068122,           0.0068122,           0.0068122
                 324,            0.013761,           0.0089608,            0.013729,             0.96303,             0.96213,             0.98654,             0.86318,           0.0058434,           0.0020436,           0.0013212,           0.0068023,           0.0068023,           0.0068023
                 325,            0.013679,           0.0089427,            0.013353,             0.96276,             0.95934,             0.98547,             0.86082,            0.005888,           0.0020411,           0.0014075,           0.0067924,           0.0067924,           0.0067924
                 326,            0.013971,           0.0090422,            0.013668,             0.95556,             0.95965,             0.98602,             0.86134,           0.0058818,           0.0020409,           0.0014998,           0.0067825,           0.0067825,           0.0067825
                 327,            0.013058,           0.0091144,            0.013639,             0.96535,             0.95044,             0.98643,             0.86318,           0.0058655,           0.0020385,           0.0014431,           0.0067726,           0.0067726,           0.0067726
                 328,            0.014067,           0.0089866,             0.01518,             0.95309,             0.96661,              0.9865,             0.86556,            0.005757,           0.0020353,           0.0014164,           0.0067627,           0.0067627,           0.0067627
                 329,             0.01268,           0.0090042,            0.012463,             0.96075,             0.96394,               0.986,              0.8661,           0.0057667,           0.0020337,            0.001447,           0.0067528,           0.0067528,           0.0067528
                 330,             0.01438,           0.0089809,            0.014911,             0.96531,             0.95629,             0.98648,             0.86574,           0.0057439,           0.0020273,           0.0014951,           0.0067429,           0.0067429,           0.0067429
                 331,            0.012875,            0.008831,            0.012416,              0.9656,             0.95768,             0.98688,             0.86767,           0.0057653,            0.002029,           0.0014728,            0.006733,            0.006733,            0.006733
                 332,             0.01229,           0.0090125,            0.011879,             0.96703,             0.95357,             0.98682,             0.86702,           0.0057938,           0.0020266,           0.0014198,           0.0067231,           0.0067231,           0.0067231
                 333,            0.012328,           0.0091327,            0.012696,             0.96359,             0.95204,             0.98684,             0.86573,           0.0057957,           0.0020268,           0.0014195,           0.0067132,           0.0067132,           0.0067132
                 334,             0.01219,           0.0087821,            0.012398,             0.95289,             0.96475,             0.98681,             0.86461,           0.0057616,           0.0020297,           0.0014541,           0.0067033,           0.0067033,           0.0067033
                 335,            0.012595,           0.0089913,            0.013645,             0.95254,             0.96376,             0.98695,             0.86522,            0.005866,           0.0020319,           0.0015435,           0.0066934,           0.0066934,           0.0066934
                 336,            0.011971,           0.0090772,            0.011831,             0.94738,             0.96748,              0.9874,             0.86653,           0.0058911,           0.0020319,            0.001545,           0.0066835,           0.0066835,           0.0066835
                 337,            0.012693,           0.0090602,            0.012883,             0.94329,             0.97148,             0.98698,             0.86613,           0.0058704,           0.0020325,           0.0015804,           0.0066736,           0.0066736,           0.0066736
                 338,            0.012417,           0.0089944,            0.011735,             0.94847,               0.966,               0.987,             0.86733,           0.0058893,           0.0020289,           0.0016131,           0.0066637,           0.0066637,           0.0066637
                 339,            0.012966,           0.0089755,            0.013084,             0.95628,             0.95921,             0.98704,             0.86805,           0.0059437,           0.0020323,           0.0015723,           0.0066538,           0.0066538,           0.0066538
                 340,            0.013444,            0.008953,             0.01285,             0.95673,             0.95888,             0.98743,             0.86642,            0.005861,           0.0020317,           0.0015634,           0.0066439,           0.0066439,           0.0066439
                 341,             0.01243,           0.0091026,            0.013338,             0.95366,             0.97472,             0.98706,             0.86632,           0.0057711,           0.0020353,           0.0017516,            0.006634,            0.006634,            0.006634
                 342,            0.013348,           0.0088213,            0.013978,             0.95711,             0.96869,             0.98709,             0.87042,           0.0057243,           0.0020349,           0.0019624,           0.0066241,           0.0066241,           0.0066241
                 343,             0.01382,           0.0090116,            0.013345,             0.95566,             0.96675,              0.9871,             0.86764,           0.0057842,           0.0020385,           0.0023025,           0.0066142,           0.0066142,           0.0066142
                 344,            0.013597,           0.0088751,            0.013888,             0.96357,              0.9548,             0.98677,             0.86417,           0.0057347,           0.0020431,           0.0030011,           0.0066043,           0.0066043,           0.0066043
                 345,            0.012948,           0.0087748,             0.01342,             0.95858,             0.95603,             0.98615,             0.86443,           0.0057649,           0.0020431,           0.0031945,           0.0065944,           0.0065944,           0.0065944
                 346,            0.013892,            0.009065,            0.015445,             0.96104,             0.95671,             0.98634,             0.86676,           0.0057359,           0.0020408,           0.0030921,           0.0065845,           0.0065845,           0.0065845
                 347,            0.012921,           0.0089834,            0.013069,             0.96509,             0.95648,             0.98669,             0.86797,           0.0057502,           0.0020339,           0.0027991,           0.0065746,           0.0065746,           0.0065746
                 348,            0.012621,           0.0090376,            0.012113,              0.9563,             0.95521,             0.98665,             0.86716,           0.0058321,           0.0020327,           0.0024499,           0.0065647,           0.0065647,           0.0065647
                 349,            0.013649,           0.0088426,            0.013503,             0.96308,             0.94274,             0.98613,             0.86599,           0.0058678,           0.0020441,           0.0025544,           0.0065548,           0.0065548,           0.0065548
                 350,            0.012505,           0.0091018,            0.013045,             0.95203,             0.95108,             0.98623,             0.86326,           0.0059041,           0.0020486,           0.0025438,           0.0065449,           0.0065449,           0.0065449
                 351,             0.01298,           0.0088724,            0.012684,             0.97238,             0.93268,             0.98679,             0.86306,            0.005938,           0.0020541,           0.0024871,            0.006535,            0.006535,            0.006535
                 352,            0.012673,           0.0089383,            0.012915,             0.97052,             0.93911,             0.98723,             0.86452,           0.0059456,           0.0020576,           0.0025043,           0.0065251,           0.0065251,           0.0065251
                 353,            0.012692,            0.009029,            0.012219,             0.97348,             0.93698,             0.98756,             0.86509,           0.0059344,           0.0020596,           0.0022168,           0.0065152,           0.0065152,           0.0065152
                 354,            0.012336,           0.0088873,            0.012404,             0.97409,             0.93975,             0.98813,             0.86489,           0.0058393,           0.0020551,           0.0019185,           0.0065053,           0.0065053,           0.0065053
                 355,            0.012179,           0.0088189,            0.012076,             0.97183,              0.9412,             0.98837,             0.86681,           0.0057575,           0.0020549,           0.0018009,           0.0064954,           0.0064954,           0.0064954
                 356,            0.013188,           0.0089526,            0.012392,             0.97998,             0.94298,             0.98852,             0.86652,            0.005717,           0.0020523,           0.0017464,           0.0064855,           0.0064855,           0.0064855
                 357,            0.013059,           0.0091624,            0.013233,             0.98078,             0.94525,             0.98895,             0.86733,           0.0056422,            0.002049,            0.001813,           0.0064756,           0.0064756,           0.0064756
                 358,             0.01319,           0.0091664,            0.013575,             0.96851,             0.95511,             0.98895,             0.86832,           0.0056118,           0.0020482,           0.0018838,           0.0064657,           0.0064657,           0.0064657
                 359,            0.012621,           0.0090156,            0.012273,             0.97678,             0.94674,             0.98884,             0.86814,           0.0056094,           0.0020459,           0.0019582,           0.0064558,           0.0064558,           0.0064558
                 360,            0.011426,           0.0088773,            0.011259,             0.97599,             0.94753,             0.98901,             0.86915,           0.0055885,           0.0020417,             0.00185,           0.0064459,           0.0064459,           0.0064459
                 361,            0.013365,            0.009056,            0.012887,             0.97214,             0.95167,             0.98889,             0.86804,           0.0056035,           0.0020396,           0.0018108,            0.006436,            0.006436,            0.006436
                 362,            0.012418,           0.0088643,            0.011604,             0.97834,             0.94859,             0.98864,             0.86729,           0.0056106,           0.0020347,           0.0017823,           0.0064261,           0.0064261,           0.0064261
                 363,            0.012766,           0.0089833,            0.012042,             0.98048,             0.94907,             0.98895,              0.8684,           0.0056287,           0.0020327,           0.0015622,           0.0064162,           0.0064162,           0.0064162
                 364,            0.013142,           0.0090453,            0.012312,             0.97532,             0.95653,             0.98865,             0.86786,           0.0056367,           0.0020246,           0.0014478,           0.0064063,           0.0064063,           0.0064063
                 365,            0.013264,            0.008967,            0.012784,             0.96556,             0.96504,              0.9881,             0.86714,           0.0056706,            0.002025,           0.0013805,           0.0063964,           0.0063964,           0.0063964
                 366,            0.012834,           0.0090924,            0.013574,             0.96912,              0.9617,             0.98808,             0.86837,           0.0056318,           0.0020257,            0.001329,           0.0063865,           0.0063865,           0.0063865
                 367,              0.0125,           0.0088705,            0.012353,             0.96185,             0.97617,             0.98877,             0.87018,            0.005569,            0.002028,           0.0012813,           0.0063766,           0.0063766,           0.0063766
                 368,            0.012712,           0.0088841,            0.013623,             0.98205,             0.95382,             0.98926,             0.86984,           0.0055021,           0.0020244,           0.0012481,           0.0063667,           0.0063667,           0.0063667
                 369,            0.011848,           0.0088348,            0.012161,             0.96773,             0.96074,             0.98907,             0.87047,           0.0054718,            0.002025,           0.0012513,           0.0063568,           0.0063568,           0.0063568
                 370,            0.012555,           0.0088783,            0.012229,             0.96171,             0.96874,             0.98887,             0.87029,           0.0054836,           0.0020291,           0.0012627,           0.0063469,           0.0063469,           0.0063469
                 371,            0.012407,           0.0089495,            0.012704,             0.95679,             0.97217,             0.98879,             0.87139,           0.0054752,           0.0020331,           0.0013198,            0.006337,            0.006337,            0.006337
                 372,            0.012333,           0.0091105,             0.01198,             0.95416,             0.97254,             0.98826,             0.87084,           0.0054782,           0.0020394,           0.0013867,           0.0063271,           0.0063271,           0.0063271
                 373,            0.012832,           0.0092036,            0.012619,             0.94759,             0.97178,             0.98778,             0.87083,           0.0054884,           0.0020417,            0.001456,           0.0063172,           0.0063172,           0.0063172
                 374,            0.011997,           0.0089618,            0.011869,             0.95622,             0.96021,             0.98749,             0.86958,           0.0055195,           0.0020343,           0.0014093,           0.0063073,           0.0063073,           0.0063073
                 375,            0.013665,           0.0090127,            0.012712,             0.97412,             0.94339,             0.98732,             0.87001,           0.0055543,           0.0020262,           0.0013803,           0.0062974,           0.0062974,           0.0062974
                 376,            0.012877,           0.0088378,            0.011651,             0.97715,              0.9404,             0.98695,             0.86937,           0.0055417,           0.0020209,           0.0014413,           0.0062875,           0.0062875,           0.0062875
                 377,            0.013879,           0.0089586,            0.014133,             0.96594,             0.94692,             0.98721,             0.86946,           0.0055712,           0.0020134,           0.0014918,           0.0062776,           0.0062776,           0.0062776
                 378,             0.01354,           0.0089325,             0.01332,             0.96197,             0.95168,             0.98737,             0.86817,           0.0055906,           0.0020082,           0.0015016,           0.0062677,           0.0062677,           0.0062677
                 379,            0.013077,           0.0088936,            0.012126,              0.9656,             0.95214,             0.98751,             0.86951,           0.0056143,            0.002007,           0.0014907,           0.0062578,           0.0062578,           0.0062578
                 380,            0.011512,           0.0088648,            0.011609,             0.96024,             0.95635,             0.98777,             0.86738,           0.0056645,           0.0020031,           0.0015411,           0.0062479,           0.0062479,           0.0062479
                 381,            0.013127,           0.0085769,             0.01232,             0.97066,             0.94114,             0.98756,             0.86867,           0.0057333,           0.0020043,           0.0016234,            0.006238,            0.006238,            0.006238
                 382,            0.012522,           0.0088594,            0.012944,             0.97194,             0.94074,             0.98711,             0.86729,           0.0057684,           0.0020037,           0.0016826,           0.0062281,           0.0062281,           0.0062281
                 383,            0.012615,           0.0087382,            0.011858,             0.96968,             0.94581,             0.98741,             0.86698,           0.0057645,           0.0020043,            0.001734,           0.0062182,           0.0062182,           0.0062182
                 384,            0.012878,           0.0089804,            0.013241,             0.96876,             0.95432,             0.98716,             0.86516,           0.0057641,           0.0020012,           0.0016666,           0.0062083,           0.0062083,           0.0062083
                 385,            0.013476,           0.0087855,            0.013341,             0.96437,             0.96211,             0.98724,             0.86472,           0.0057509,           0.0019965,           0.0015935,           0.0061984,           0.0061984,           0.0061984
                 386,            0.013385,           0.0090396,            0.013032,             0.95853,             0.96374,             0.98717,             0.86482,           0.0057158,            0.001997,           0.0015518,           0.0061885,           0.0061885,           0.0061885
                 387,             0.01255,           0.0090134,            0.012111,             0.96225,             0.96054,             0.98762,             0.86536,           0.0056573,           0.0019964,           0.0015044,           0.0061786,           0.0061786,           0.0061786
                 388,            0.012559,           0.0088883,             0.01198,             0.96492,             0.96228,             0.98726,             0.86595,           0.0056258,           0.0019965,           0.0014881,           0.0061687,           0.0061687,           0.0061687
                 389,            0.012581,           0.0087729,            0.012756,             0.96265,             0.96717,             0.98693,             0.86605,            0.005628,           0.0019945,           0.0016054,           0.0061588,           0.0061588,           0.0061588
                 390,            0.011519,           0.0088336,            0.010953,             0.95476,             0.96985,             0.98698,             0.86571,           0.0056404,           0.0019987,           0.0015429,           0.0061489,           0.0061489,           0.0061489
                 391,            0.014211,           0.0087657,            0.013074,             0.95968,             0.97039,             0.98737,             0.86705,           0.0056387,           0.0019993,            0.001413,            0.006139,            0.006139,            0.006139
                 392,            0.012769,           0.0089449,            0.011687,             0.95899,             0.96778,             0.98764,             0.86809,            0.005612,           0.0019993,           0.0013197,           0.0061291,           0.0061291,           0.0061291
                 393,             0.01206,            0.008816,            0.011622,             0.95949,             0.96747,             0.98809,             0.86829,           0.0055966,           0.0019997,           0.0012881,           0.0061192,           0.0061192,           0.0061192
                 394,            0.012869,           0.0089438,            0.012414,             0.96114,             0.96948,             0.98819,             0.86632,           0.0056255,           0.0020006,           0.0012859,           0.0061093,           0.0061093,           0.0061093
                 395,            0.012958,           0.0087639,            0.011674,             0.97311,             0.95803,             0.98834,             0.86671,           0.0056084,           0.0019982,           0.0012736,           0.0060994,           0.0060994,           0.0060994
                 396,            0.013102,           0.0087385,            0.011301,             0.97032,             0.96135,             0.98827,             0.86846,           0.0055912,           0.0019955,           0.0012656,           0.0060895,           0.0060895,           0.0060895
                 397,            0.011745,             0.00897,            0.011847,             0.97117,             0.95982,             0.98839,             0.86758,           0.0056142,           0.0019966,           0.0012711,           0.0060796,           0.0060796,           0.0060796
                 398,            0.012655,           0.0089195,            0.012313,             0.97121,             0.95807,             0.98858,              0.8675,           0.0056046,           0.0019979,           0.0012727,           0.0060697,           0.0060697,           0.0060697
                 399,            0.012679,           0.0088588,            0.012443,             0.96988,             0.95912,             0.98905,             0.86701,           0.0055844,           0.0019996,           0.0012608,           0.0060598,           0.0060598,           0.0060598
                 400,            0.011868,           0.0087884,            0.011327,             0.96144,             0.96122,             0.98893,             0.86723,              0.0056,           0.0020001,            0.001305,           0.0060499,           0.0060499,           0.0060499
                 401,             0.01366,           0.0089023,            0.012094,             0.97091,             0.95129,             0.98881,             0.86655,           0.0056007,           0.0020013,           0.0013322,             0.00604,             0.00604,             0.00604
                 402,            0.012357,           0.0088387,            0.011796,             0.97356,             0.95013,             0.98857,             0.86514,           0.0056385,           0.0020029,           0.0013243,           0.0060301,           0.0060301,           0.0060301
                 403,            0.012466,           0.0091716,             0.01245,             0.97116,             0.94931,             0.98861,              0.8651,            0.005659,           0.0020061,           0.0013322,           0.0060202,           0.0060202,           0.0060202
                 404,            0.012272,           0.0088305,             0.01157,             0.94725,             0.97884,              0.9885,              0.8675,           0.0056509,           0.0020059,           0.0013346,           0.0060103,           0.0060103,           0.0060103
                 405,            0.013073,           0.0090563,            0.013325,             0.96444,             0.95816,             0.98855,             0.86857,           0.0056453,           0.0020072,           0.0013056,           0.0060004,           0.0060004,           0.0060004
                 406,            0.012534,           0.0087256,            0.012842,             0.95044,             0.97324,             0.98842,             0.86826,           0.0056434,           0.0020113,            0.001286,           0.0059905,           0.0059905,           0.0059905
                 407,            0.011957,            0.008575,            0.011413,             0.96647,             0.95426,             0.98801,             0.86714,           0.0056544,           0.0020124,           0.0012467,           0.0059806,           0.0059806,           0.0059806
                 408,            0.012377,            0.008707,            0.012489,             0.97306,             0.94841,             0.98833,             0.86675,           0.0056621,           0.0020091,           0.0012067,           0.0059707,           0.0059707,           0.0059707
                 409,            0.012596,           0.0085661,            0.011362,             0.96218,             0.95926,              0.9888,             0.86809,           0.0056612,           0.0020005,           0.0011926,           0.0059608,           0.0059608,           0.0059608
                 410,            0.013595,           0.0087051,            0.013614,             0.96358,             0.96567,             0.98892,             0.86801,           0.0056553,           0.0019947,           0.0011667,           0.0059509,           0.0059509,           0.0059509
                 411,            0.011973,           0.0089033,            0.010971,             0.95941,             0.96772,              0.9887,             0.86796,           0.0056626,           0.0019917,            0.001167,            0.005941,            0.005941,            0.005941
                 412,            0.012627,           0.0088413,            0.012615,             0.96708,             0.96228,             0.98862,             0.86866,           0.0056608,           0.0019921,           0.0011766,           0.0059311,           0.0059311,           0.0059311
                 413,            0.012309,           0.0086327,            0.011591,             0.95857,             0.96846,             0.98846,             0.86832,           0.0056766,           0.0019922,           0.0011727,           0.0059212,           0.0059212,           0.0059212
                 414,            0.014015,           0.0088401,            0.013206,             0.96329,             0.96559,             0.98836,             0.86857,           0.0056954,           0.0019913,           0.0012241,           0.0059113,           0.0059113,           0.0059113
                 415,             0.01236,           0.0087888,            0.012168,             0.96477,             0.96411,             0.98855,             0.86881,           0.0056634,           0.0019921,            0.001225,           0.0059014,           0.0059014,           0.0059014
                 416,            0.012508,           0.0087321,            0.012077,             0.96474,               0.966,             0.98877,             0.86973,           0.0056427,           0.0019915,           0.0012333,           0.0058915,           0.0058915,           0.0058915
                 417,            0.012906,           0.0088183,            0.012473,             0.97246,             0.95949,             0.98863,             0.86948,           0.0056251,           0.0019908,           0.0012688,           0.0058816,           0.0058816,           0.0058816
                 418,            0.012278,           0.0089691,            0.011958,             0.95402,             0.97411,             0.98864,             0.86998,           0.0056334,           0.0019922,           0.0012521,           0.0058717,           0.0058717,           0.0058717
                 419,            0.012106,           0.0090444,             0.01177,             0.97034,             0.95992,             0.98877,             0.86881,           0.0056293,           0.0019916,           0.0012525,           0.0058618,           0.0058618,           0.0058618
                 420,            0.011623,           0.0086458,            0.011987,             0.96975,             0.96234,             0.98889,             0.86925,           0.0056205,           0.0019925,           0.0012428,           0.0058519,           0.0058519,           0.0058519
                 421,            0.012507,           0.0088795,            0.012609,             0.97251,             0.95987,             0.98891,             0.86953,           0.0056232,           0.0019948,            0.001274,            0.005842,            0.005842,            0.005842
                 422,            0.012841,           0.0087883,            0.011844,             0.97312,             0.95809,             0.98893,             0.86838,           0.0056066,           0.0019962,           0.0013118,           0.0058321,           0.0058321,           0.0058321
                 423,             0.01223,           0.0087065,            0.011392,             0.97124,             0.96361,             0.98911,             0.87043,           0.0056037,           0.0019964,            0.001279,           0.0058222,           0.0058222,           0.0058222
                 424,            0.013192,           0.0090835,             0.01292,             0.96908,             0.96647,             0.98904,             0.87058,           0.0056313,           0.0019952,           0.0012475,           0.0058123,           0.0058123,           0.0058123
                 425,            0.012291,           0.0088712,            0.012333,             0.97423,             0.96364,             0.98911,             0.86976,           0.0056212,            0.001994,           0.0012534,           0.0058024,           0.0058024,           0.0058024
                 426,            0.011918,           0.0086077,            0.011451,             0.97357,             0.96508,             0.98913,             0.87043,            0.005603,           0.0019934,           0.0012716,           0.0057925,           0.0057925,           0.0057925
                 427,            0.012268,           0.0087691,             0.01139,             0.97372,             0.96034,             0.98912,             0.87019,           0.0055877,           0.0019935,           0.0012966,           0.0057826,           0.0057826,           0.0057826
                 428,            0.011837,           0.0088138,            0.011039,             0.97427,             0.96105,             0.98947,             0.87034,           0.0055953,           0.0019953,           0.0012532,           0.0057727,           0.0057727,           0.0057727
                 429,            0.013667,           0.0085958,            0.013083,             0.97415,               0.964,             0.98958,             0.87086,           0.0056013,           0.0019968,           0.0012441,           0.0057628,           0.0057628,           0.0057628
                 430,            0.011244,           0.0086524,            0.011583,             0.97624,             0.96063,             0.98953,             0.87022,            0.005608,           0.0019981,           0.0012559,           0.0057529,           0.0057529,           0.0057529
                 431,             0.01316,           0.0087399,             0.01238,             0.97411,             0.96517,             0.98969,             0.86951,           0.0056295,           0.0019976,           0.0012289,            0.005743,            0.005743,            0.005743
                 432,             0.01323,           0.0089014,            0.011973,             0.97707,             0.95985,             0.98982,              0.8707,           0.0056575,           0.0019981,           0.0012222,           0.0057331,           0.0057331,           0.0057331
                 433,            0.012779,           0.0088657,            0.011502,             0.97674,             0.95789,             0.98995,             0.87043,           0.0056513,           0.0020002,           0.0012432,           0.0057232,           0.0057232,           0.0057232
                 434,            0.012198,           0.0088733,            0.011714,              0.9603,             0.97462,             0.98976,             0.87095,           0.0056514,           0.0019993,            0.001245,           0.0057133,           0.0057133,           0.0057133
                 435,            0.012384,           0.0088253,            0.012146,             0.96391,             0.97087,             0.98966,             0.87107,           0.0056348,           0.0019987,           0.0012485,           0.0057034,           0.0057034,           0.0057034
                 436,            0.011924,            0.008914,            0.011232,             0.97367,             0.95937,             0.98946,             0.87308,           0.0056162,           0.0019979,           0.0012548,           0.0056935,           0.0056935,           0.0056935
                 437,            0.012128,           0.0086889,            0.011155,             0.96449,             0.96678,             0.98942,             0.87291,           0.0056097,           0.0019991,           0.0012671,           0.0056836,           0.0056836,           0.0056836
                 438,            0.012383,           0.0088154,            0.012755,             0.96766,              0.9681,             0.98954,             0.87236,           0.0056039,           0.0019989,           0.0012779,           0.0056737,           0.0056737,           0.0056737
                 439,            0.013475,           0.0089294,            0.013226,             0.96684,             0.96914,             0.98957,             0.87211,             0.00562,           0.0019972,            0.001291,           0.0056638,           0.0056638,           0.0056638
                 440,            0.012481,           0.0088043,            0.011889,             0.97062,             0.96723,             0.98955,             0.87202,           0.0056324,           0.0019963,           0.0013014,           0.0056539,           0.0056539,           0.0056539
                 441,            0.012496,           0.0085918,            0.011905,             0.96824,             0.96501,             0.98914,             0.87166,           0.0056481,           0.0019946,            0.001308,            0.005644,            0.005644,            0.005644
                 442,            0.012681,           0.0088702,            0.012776,             0.96735,             0.96971,             0.98895,             0.87023,           0.0056429,           0.0019911,           0.0013189,           0.0056341,           0.0056341,           0.0056341
                 443,            0.012036,           0.0088822,            0.011716,             0.96797,             0.97021,             0.98873,              0.8695,           0.0056482,           0.0019894,           0.0013364,           0.0056242,           0.0056242,           0.0056242
                 444,            0.012486,           0.0086239,            0.011722,             0.96802,             0.97026,             0.98877,             0.87075,           0.0056418,             0.00199,            0.001359,           0.0056143,           0.0056143,           0.0056143
                 445,            0.013254,           0.0088803,            0.012589,             0.96987,             0.97174,              0.9885,             0.86956,           0.0056644,           0.0019884,           0.0013518,           0.0056044,           0.0056044,           0.0056044
                 446,            0.012539,           0.0085651,            0.012233,             0.97002,             0.97134,             0.98819,             0.86986,           0.0056515,           0.0019842,           0.0013657,           0.0055945,           0.0055945,           0.0055945
                 447,            0.012291,           0.0089399,            0.011257,             0.96801,             0.97417,             0.98791,             0.86976,            0.005646,           0.0019811,           0.0013772,           0.0055846,           0.0055846,           0.0055846
                 448,            0.012761,           0.0086229,            0.012144,             0.97138,             0.97417,             0.98804,             0.86945,           0.0056009,           0.0019773,           0.0013741,           0.0055747,           0.0055747,           0.0055747
                 449,            0.012206,           0.0088443,            0.012222,             0.96999,             0.97522,             0.98806,             0.87104,           0.0055845,           0.0019773,           0.0013595,           0.0055648,           0.0055648,           0.0055648
                 450,            0.012031,           0.0087323,            0.011458,             0.97134,             0.97371,             0.98816,              0.8696,            0.005578,            0.001976,           0.0013772,           0.0055549,           0.0055549,           0.0055549
                 451,            0.012754,           0.0086974,            0.012357,             0.97129,             0.97307,             0.98823,             0.87094,           0.0055881,           0.0019742,           0.0013975,            0.005545,            0.005545,            0.005545
                 452,            0.012584,           0.0086929,            0.012448,             0.97495,             0.96882,             0.98826,             0.87061,           0.0055905,           0.0019738,           0.0014156,           0.0055351,           0.0055351,           0.0055351
                 453,            0.012228,           0.0087131,            0.011694,              0.9745,             0.97213,             0.98835,             0.87037,           0.0055959,           0.0019722,            0.001435,           0.0055252,           0.0055252,           0.0055252
                 454,            0.011949,           0.0085452,            0.011632,             0.97589,              0.9696,             0.98866,             0.87189,           0.0055965,           0.0019704,           0.0014429,           0.0055153,           0.0055153,           0.0055153
                 455,            0.013314,           0.0087818,            0.012963,             0.97781,             0.96904,             0.98884,             0.87134,           0.0055901,           0.0019705,           0.0014582,           0.0055054,           0.0055054,           0.0055054
                 456,            0.012161,           0.0085929,            0.011354,             0.97567,             0.96811,             0.98881,             0.87052,           0.0055921,           0.0019696,           0.0014414,           0.0054955,           0.0054955,           0.0054955
                 457,            0.012102,           0.0086492,            0.011311,             0.97638,             0.96918,             0.98839,             0.87026,           0.0055859,           0.0019676,           0.0014212,           0.0054856,           0.0054856,           0.0054856
                 458,            0.012142,           0.0086863,            0.011429,             0.97525,              0.9712,             0.98806,             0.87054,           0.0055704,            0.001967,           0.0014031,           0.0054757,           0.0054757,           0.0054757
                 459,            0.012162,           0.0086821,            0.011633,              0.9712,             0.97241,             0.98827,              0.8708,           0.0055726,           0.0019657,           0.0014133,           0.0054658,           0.0054658,           0.0054658
                 460,            0.011741,           0.0085975,            0.011155,             0.97369,             0.96955,             0.98847,             0.87089,           0.0055765,           0.0019636,           0.0014228,           0.0054559,           0.0054559,           0.0054559
                 461,            0.011974,           0.0085962,            0.010189,             0.97348,             0.96494,             0.98833,             0.87095,           0.0055589,           0.0019643,           0.0014062,            0.005446,            0.005446,            0.005446
                 462,            0.011816,           0.0086102,             0.01113,             0.96886,             0.97401,             0.98807,             0.87129,           0.0055424,           0.0019637,           0.0014441,           0.0054361,           0.0054361,           0.0054361
                 463,             0.01139,           0.0087374,            0.011147,             0.96518,             0.97637,             0.98795,             0.87063,           0.0055163,           0.0019629,            0.001492,           0.0054262,           0.0054262,           0.0054262
                 464,             0.01216,           0.0088122,            0.011502,             0.96374,              0.9764,             0.98803,             0.87198,           0.0054995,           0.0019615,           0.0014813,           0.0054163,           0.0054163,           0.0054163
                 465,            0.012217,           0.0086804,            0.011981,             0.97785,             0.96622,             0.98791,             0.87108,           0.0054877,           0.0019616,           0.0014981,           0.0054064,           0.0054064,           0.0054064
                 466,            0.012628,           0.0088154,            0.011602,             0.96773,             0.97727,             0.98761,                0.87,           0.0054787,           0.0019637,            0.001528,           0.0053965,           0.0053965,           0.0053965
